scenario_family,seed,od_id,decision_step,condition_id,policy,failure_type,difference,stress_case
moving_center,8107,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.02540069446612947,
moving_center,8107,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.049969679400077405,
moving_center,8107,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.049969679400077405,
moving_center,8107,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.049969679400077405,
moving_center,8107,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.05183094616621908,
moving_center,8107,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.049969679400077405,
moving_center,8107,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.049969679400077405,
moving_center,8107,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.05183094616621908,
moving_center,8107,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.049969679400077405,
moving_center,8108,OD05,8.0,C00,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD05,8.0,C01,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD05,8.0,C02,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD05,8.0,C03,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD05,8.0,C04,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD05,8.0,C05,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD05,8.0,C06,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD05,8.0,C07,main,trusted_worse_than_naive,0.012231800983796559,
moving_center,8108,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.02411477186091071,
moving_center,8108,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8108,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8108,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8108,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8108,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8108,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8108,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8108,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.02444408747482868,
moving_center,8109,OD05,8.0,C00,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD05,8.0,C01,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD05,8.0,C02,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD05,8.0,C03,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD05,8.0,C04,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD05,8.0,C05,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD05,8.0,C06,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD05,8.0,C07,main,trusted_worse_than_naive,0.011930834212045827,
moving_center,8109,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.02266649066869414,
moving_center,8109,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.02521051192496293,
moving_center,8109,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8109,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8109,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8109,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8109,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8109,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8109,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8109,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.05254061612535382,
moving_center,8110,OD05,8.0,C00,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD05,8.0,C01,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD05,8.0,C02,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD05,8.0,C03,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD05,8.0,C04,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD05,8.0,C05,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD05,8.0,C06,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD05,8.0,C07,main,trusted_worse_than_naive,0.011897046214663753,
moving_center,8110,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.023641713928247043,
moving_center,8110,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.024927978185228516,
moving_center,8110,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.053985776146005804,
moving_center,8110,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.052343096536381584,
moving_center,8110,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.053985776146005804,
moving_center,8110,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.053985776146005804,
moving_center,8110,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.052343096536381584,
moving_center,8110,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.052343096536381584,
moving_center,8110,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.053985776146005804,
moving_center,8110,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.052343096536381584,
moving_center,8111,OD05,8.0,C00,main,trusted_worse_than_naive,0.011843710351566283,
moving_center,8111,OD05,8.0,C01,main,trusted_worse_than_naive,0.011843710351566283,
moving_center,8111,OD05,8.0,C02,main,trusted_worse_than_naive,0.011843710351566283,
moving_center,8111,OD05,8.0,C03,main,trusted_worse_than_naive,0.011843710351566283,
moving_center,8111,OD05,8.0,C04,main,trusted_worse_than_naive,0.011843710351566283,
moving_center,8111,OD05,8.0,C05,main,trusted_worse_than_naive,0.011843710351566283,
moving_center,8111,OD05,8.0,C06,main,trusted_worse_than_naive,0.011843710351566283,
moving_center,8111,OD05,8.0,C07,main,multisource_worse_than_rain_only,0.011843710351566283,
moving_center,8111,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.023969141818638684,
moving_center,8111,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.024254551494260812,
moving_center,8111,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.052456737301306844,
moving_center,8111,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.052456737301306844,
moving_center,8111,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.052456737301306844,
moving_center,8111,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.05464550152146014,
moving_center,8111,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.052456737301306844,
moving_center,8111,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.052456737301306844,
moving_center,8111,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.05464550152146014,
moving_center,8111,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.052456737301306844,
moving_center,8112,OD05,8.0,C00,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD05,8.0,C01,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD05,8.0,C02,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD05,8.0,C03,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD05,8.0,C04,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD05,8.0,C05,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD05,8.0,C06,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD05,8.0,C07,main,trusted_worse_than_naive,0.01213516601335285,
moving_center,8112,OD06,4.0,C00,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD06,4.0,C01,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD06,4.0,C02,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD06,4.0,C03,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD06,4.0,C04,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD06,4.0,C05,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD06,4.0,C06,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD06,4.0,C07,main,multisource_worse_than_rain_only,0.021694829042764652,
moving_center,8112,OD07,4.0,C00,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD07,4.0,C01,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD07,4.0,C02,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD07,4.0,C03,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD07,4.0,C04,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD07,4.0,C05,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD07,4.0,C06,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD07,4.0,C07,main,multisource_worse_than_rain_only,0.024321248980395727,
moving_center,8112,OD08,4.0,C00,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8112,OD08,4.0,C01,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8112,OD08,4.0,C02,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8112,OD08,4.0,C03,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8112,OD08,4.0,C04,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8112,OD08,4.0,C05,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8112,OD08,4.0,C06,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8112,OD08,4.0,C07,main,multisource_worse_than_rain_only,0.04980882167543005,
moving_center,8101,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
moving_center,8101,OD01,,,triggered,missed_useful_replan,0.024912869640236868,rain_down_water_high
moving_center,8101,OD02,,,always,unnecessary_replan,0.0,rain_down_water_high
moving_center,8101,OD02,,,always,route_oscillation,0.0,rain_down_water_high
moving_center,8101,OD01,,,always,unnecessary_replan,0.0,water_delay
moving_center,8101,OD01,,,triggered,missed_useful_replan,0.029136647836836227,water_delay
moving_center,8101,OD01,,,always,unnecessary_replan,0.0,water_block_missing
moving_center,8101,OD01,,,triggered,missed_useful_replan,0.024912869640236868,water_block_missing
moving_center,8101,OD02,,,always,unnecessary_replan,0.0,water_block_missing
moving_center,8101,OD02,,,always,route_oscillation,0.0,water_block_missing
moving_center,8101,OD01,,,always,unnecessary_replan,0.0,water_recovery
moving_center,8101,OD01,,,triggered,missed_useful_replan,0.024912869640236868,water_recovery
moving_center,8101,OD02,,,always,unnecessary_replan,0.0,water_recovery
moving_center,8101,OD02,,,always,route_oscillation,0.0,water_recovery
moving_center,8101,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
moving_center,8101,OD01,,,triggered,missed_useful_replan,0.013862155413401411,water_stale_rain_fresh
moving_center,8101,OD01,,,triggered,stale_source_induced_bad_route,0.013862155413401411,water_stale_rain_fresh
moving_center,8101,OD01,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
moving_center,8101,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
moving_center,8101,OD02,,,always,route_oscillation,0.0,rain_stale_water_fresh
moving_center,8101,OD01,,,always,unnecessary_replan,0.0,source_disagreement
moving_center,8101,OD01,,,triggered,missed_useful_replan,0.024912869640236868,source_disagreement
moving_center,8101,OD02,,,always,unnecessary_replan,0.0,source_disagreement
moving_center,8101,OD02,,,always,route_oscillation,0.0,source_disagreement
moving_center,8106,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
moving_center,8106,OD01,,,triggered,missed_useful_replan,0.025291586557719292,rain_down_water_high
moving_center,8106,OD02,,,always,unnecessary_replan,0.0,rain_down_water_high
moving_center,8106,OD02,,,always,route_oscillation,0.0,rain_down_water_high
moving_center,8106,OD01,,,always,unnecessary_replan,0.0,water_delay
moving_center,8106,OD01,,,triggered,missed_useful_replan,0.029516525042637354,water_delay
moving_center,8106,OD02,,,always,unnecessary_replan,0.0,water_delay
moving_center,8106,OD02,,,always,route_oscillation,0.0,water_delay
moving_center,8106,OD01,,,always,unnecessary_replan,0.0,water_block_missing
moving_center,8106,OD01,,,triggered,missed_useful_replan,0.025291586557719292,water_block_missing
moving_center,8106,OD02,,,always,unnecessary_replan,0.0,water_block_missing
moving_center,8106,OD02,,,always,route_oscillation,0.0,water_block_missing
moving_center,8106,OD01,,,always,unnecessary_replan,0.0,water_recovery
moving_center,8106,OD01,,,triggered,missed_useful_replan,0.025291586557719292,water_recovery
moving_center,8106,OD02,,,always,unnecessary_replan,0.0,water_recovery
moving_center,8106,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
moving_center,8106,OD01,,,triggered,missed_useful_replan,0.029516525042637354,water_stale_rain_fresh
moving_center,8106,OD01,,,triggered,stale_source_induced_bad_route,0.029516525042637354,water_stale_rain_fresh
moving_center,8106,OD02,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
moving_center,8106,OD02,,,always,route_oscillation,0.0,water_stale_rain_fresh
moving_center,8106,OD01,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
moving_center,8106,OD01,,,triggered,missed_useful_replan,0.01003911973010635,rain_stale_water_fresh
moving_center,8106,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
moving_center,8106,OD02,,,always,route_oscillation,0.0,rain_stale_water_fresh
moving_center,8106,OD01,,,always,unnecessary_replan,0.0,source_disagreement
moving_center,8106,OD01,,,triggered,missed_useful_replan,0.025291586557719292,source_disagreement
moving_center,8106,OD02,,,always,unnecessary_replan,0.0,source_disagreement
moving_center,8106,OD02,,,always,route_oscillation,0.0,source_disagreement
moving_center,8112,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
moving_center,8112,OD01,,,triggered,missed_useful_replan,0.02506747966195144,rain_down_water_high
moving_center,8112,OD02,,,always,unnecessary_replan,0.0,rain_down_water_high
moving_center,8112,OD01,,,always,unnecessary_replan,0.0,water_delay
moving_center,8112,OD01,,,triggered,missed_useful_replan,0.02929310704619692,water_delay
moving_center,8112,OD02,,,always,unnecessary_replan,0.0,water_delay
moving_center,8112,OD02,,,always,route_oscillation,0.0,water_delay
moving_center,8112,OD01,,,always,unnecessary_replan,0.0,water_block_missing
moving_center,8112,OD01,,,triggered,missed_useful_replan,0.02506747966195144,water_block_missing
moving_center,8112,OD02,,,always,unnecessary_replan,0.0,water_block_missing
moving_center,8112,OD02,,,always,route_oscillation,0.0,water_block_missing
moving_center,8112,OD01,,,always,unnecessary_replan,0.0,water_recovery
moving_center,8112,OD01,,,triggered,missed_useful_replan,0.02506747966195144,water_recovery
moving_center,8112,OD02,,,always,unnecessary_replan,0.0,water_recovery
moving_center,8112,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
moving_center,8112,OD01,,,triggered,missed_useful_replan,0.02929310704619692,water_stale_rain_fresh
moving_center,8112,OD01,,,triggered,stale_source_induced_bad_route,0.02929310704619692,water_stale_rain_fresh
moving_center,8112,OD02,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
moving_center,8112,OD02,,,always,route_oscillation,0.0,water_stale_rain_fresh
moving_center,8112,OD01,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
moving_center,8112,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
moving_center,8112,OD02,,,always,route_oscillation,0.0,rain_stale_water_fresh
moving_center,8112,OD01,,,always,unnecessary_replan,0.0,source_disagreement
moving_center,8112,OD01,,,triggered,missed_useful_replan,0.02506747966195144,source_disagreement
moving_center,8112,OD02,,,always,unnecessary_replan,0.0,source_disagreement
dual_center,8101,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
dual_center,8101,OD01,,,always,unnecessary_replan,0.0,water_delay
dual_center,8101,OD01,,,always,unnecessary_replan,0.0,water_block_missing
dual_center,8101,OD01,,,always,unnecessary_replan,0.0,water_recovery
dual_center,8101,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
dual_center,8101,OD01,,,triggered,missed_useful_replan,0.023661908489478356,rain_stale_water_fresh
dual_center,8101,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
dual_center,8101,OD01,,,always,unnecessary_replan,0.0,source_disagreement
dual_center,8106,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
dual_center,8106,OD01,,,always,unnecessary_replan,0.0,water_delay
dual_center,8106,OD01,,,always,unnecessary_replan,0.0,water_block_missing
dual_center,8106,OD01,,,always,unnecessary_replan,0.0,water_recovery
dual_center,8106,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
dual_center,8106,OD01,,,triggered,missed_useful_replan,0.0251449493139978,rain_stale_water_fresh
dual_center,8106,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
dual_center,8106,OD01,,,always,unnecessary_replan,0.0,source_disagreement
dual_center,8112,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
dual_center,8112,OD01,,,always,unnecessary_replan,0.0,water_delay
dual_center,8112,OD01,,,always,unnecessary_replan,0.0,water_block_missing
dual_center,8112,OD01,,,always,unnecessary_replan,0.0,water_recovery
dual_center,8112,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
dual_center,8112,OD01,,,triggered,missed_useful_replan,0.024654743136239055,rain_stale_water_fresh
dual_center,8112,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
dual_center,8112,OD01,,,always,unnecessary_replan,0.0,source_disagreement
anisotropic_band,8101,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
anisotropic_band,8101,OD01,,,always,route_oscillation,0.0,rain_down_water_high
anisotropic_band,8101,OD01,,,always,unnecessary_replan,0.0,water_delay
anisotropic_band,8101,OD01,,,always,route_oscillation,0.0,water_delay
anisotropic_band,8101,OD01,,,always,unnecessary_replan,0.0,water_block_missing
anisotropic_band,8101,OD01,,,always,route_oscillation,0.0,water_block_missing
anisotropic_band,8101,OD01,,,always,unnecessary_replan,0.0,water_recovery
anisotropic_band,8101,OD01,,,always,route_oscillation,0.0,water_recovery
anisotropic_band,8101,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
anisotropic_band,8101,OD01,,,always,route_oscillation,0.0,water_stale_rain_fresh
anisotropic_band,8101,OD02,,,triggered,stale_source_induced_bad_route,0.009469146853914145,water_stale_rain_fresh
anisotropic_band,8101,OD01,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
anisotropic_band,8101,OD01,,,always,route_oscillation,0.0,rain_stale_water_fresh
anisotropic_band,8101,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
anisotropic_band,8101,OD01,,,always,unnecessary_replan,0.0,source_disagreement
anisotropic_band,8101,OD01,,,always,route_oscillation,0.0,source_disagreement
anisotropic_band,8106,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
anisotropic_band,8106,OD01,,,always,route_oscillation,0.0,rain_down_water_high
anisotropic_band,8106,OD01,,,always,unnecessary_replan,0.0,water_delay
anisotropic_band,8106,OD01,,,always,route_oscillation,0.0,water_delay
anisotropic_band,8106,OD01,,,always,unnecessary_replan,0.0,water_block_missing
anisotropic_band,8106,OD01,,,always,route_oscillation,0.0,water_block_missing
anisotropic_band,8106,OD01,,,always,unnecessary_replan,0.0,water_recovery
anisotropic_band,8106,OD01,,,always,route_oscillation,0.0,water_recovery
anisotropic_band,8106,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
anisotropic_band,8106,OD01,,,always,route_oscillation,0.0,water_stale_rain_fresh
anisotropic_band,8106,OD02,,,triggered,stale_source_induced_bad_route,0.009610348300288063,water_stale_rain_fresh
anisotropic_band,8106,OD01,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
anisotropic_band,8106,OD01,,,always,route_oscillation,0.0,rain_stale_water_fresh
anisotropic_band,8106,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
anisotropic_band,8106,OD01,,,always,unnecessary_replan,0.0,source_disagreement
anisotropic_band,8106,OD01,,,always,route_oscillation,0.0,source_disagreement
anisotropic_band,8112,OD01,,,always,unnecessary_replan,0.0,rain_down_water_high
anisotropic_band,8112,OD01,,,always,route_oscillation,0.0,rain_down_water_high
anisotropic_band,8112,OD01,,,always,unnecessary_replan,0.0,water_delay
anisotropic_band,8112,OD01,,,always,route_oscillation,0.0,water_delay
anisotropic_band,8112,OD01,,,always,unnecessary_replan,0.0,water_block_missing
anisotropic_band,8112,OD01,,,always,route_oscillation,0.0,water_block_missing
anisotropic_band,8112,OD01,,,always,unnecessary_replan,0.0,water_recovery
anisotropic_band,8112,OD01,,,always,route_oscillation,0.0,water_recovery
anisotropic_band,8112,OD01,,,always,unnecessary_replan,0.0,water_stale_rain_fresh
anisotropic_band,8112,OD01,,,always,route_oscillation,0.0,water_stale_rain_fresh
anisotropic_band,8112,OD02,,,triggered,stale_source_induced_bad_route,0.009669250602241108,water_stale_rain_fresh
anisotropic_band,8112,OD01,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
anisotropic_band,8112,OD01,,,always,route_oscillation,0.0,rain_stale_water_fresh
anisotropic_band,8112,OD02,,,always,unnecessary_replan,0.0,rain_stale_water_fresh
anisotropic_band,8112,OD01,,,always,unnecessary_replan,0.0,source_disagreement
anisotropic_band,8112,OD01,,,always,route_oscillation,0.0,source_disagreement
